player_id,player_name,age,position,team_name,minutes,appearances,goals,assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,shots_total,shots_on,minutes_90s,goals_per90,assists_per90,passes_total_per90,passes_key_per90,tackles_total_per90,tackles_interceptions_per90,shots_total_per90,progression_index,defensive_intensity,attacking_output,creativity,duel_success_rate,cluster_kmeans,cluster_hierarchical,fit_score
315237,W. Osula,22,Attacker,Newcastle,804.0,30.0,0.0,0.0,90.0,1.0,0.0,2.0,1.0,2.0,153.0,41.0,15.0,3.0,12.0,15.0,15.0,8.0,8.933333333333334,0.0,0.0,10.074626865671641,0.11194029850746269,0.22388059701492538,0.22388059701492538,1.6791044776119401,-0.3076061864111258,-1.5392408033512386,-1.0131922328877239,-1.213474050034493,-2.2919735509380397,1,0,-0.5294715066552429
18901,S. Longstaff,28,Midfielder,Newcastle,2748.0,35.0,6.0,2.0,1209.0,20.0,0.0,54.0,7.0,17.0,247.0,117.0,22.0,11.0,34.0,24.0,27.0,15.0,30.533333333333335,0.1965065502183406,0.06550218340611354,39.596069868995635,0.6550218340611353,1.7685589519650653,0.5567685589519651,0.8842794759825326,-0.3076061864111258,-0.010185974031179741,0.09530863718068674,-0.44267045248786646,-0.3105756771217355,1,1,-0.5827297496314596
18886,M. Dúbravka,36,Goalkeeper,Newcastle,1984.0,23.0,0.0,0.0,508.0,1.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,5.0,2.0,0.0,0.0,22.044444444444444,0.0,0.0,23.044354838709676,0.04536290322580645,0.0,0.0,0.0,-0.3076061864111258,-2.003384848762865,-1.0131922328877239,-1.307968324722115,0.5640158684545054,4,3,0.03581254862672606
2939,C. Wilson,33,Attacker,Newcastle,993.0,20.0,9.0,1.0,158.0,8.0,0.0,5.0,0.0,2.0,130.0,45.0,29.0,14.0,17.0,16.0,30.0,21.0,11.033333333333333,0.8157099697885196,0.09063444108761329,14.3202416918429,0.7250755287009063,0.45317220543806647,0.18126888217522658,2.719033232628399,-0.3076061864111258,-1.3389050898482493,2.5518957290829265,-0.34324221507832614,-1.547021129340971,0,0,-0.4643656564443857
557,O. Vlachodimos,31,Goalkeeper,Newcastle,450.0,19.0,0.0,0.0,153.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,30.6,0.2,0.0,0.0,0.0,-0.3076061864111258,-2.003384848762865,-1.0131922328877239,-1.0884896227143313,-1.6451375911121482,1,0,-0.4537762094089502
2507,M. Almirón,31,Midfielder,Newcastle,1947.0,33.0,3.0,1.0,768.0,24.0,0.0,36.0,2.0,10.0,176.0,87.0,45.0,23.0,22.0,16.0,32.0,12.0,21.633333333333333,0.13867488443759632,0.046224961479198766,35.50077041602466,1.1093990755007705,1.6640986132511557,0.4622496147919877,1.4791987673343605,-0.3076061864111258,-0.13616420367986642,0.5513482863459651,0.20223383796626768,-0.12017495646521298,3,4,-0.5638673069703279
284797,D. Ouattara,23,Attacker,Bournemouth,1219.0,30.0,1.0,2.0,448.0,17.0,0.0,45.0,3.0,22.0,208.0,118.0,41.0,21.0,17.0,15.0,20.0,7.0,13.544444444444444,0.07383100902378999,0.14766201804757997,33.07629204265792,1.25512715340443,3.32239540607055,1.6242821985233797,1.4766201804758,-0.3076061864111258,1.8920778695273017,0.5626913178469611,0.4090678386788446,0.5841951736528084,3,1,0.16092577778136213
206254,M. Kerkez,22,Defender,Bournemouth,1983.0,31.0,0.0,1.0,627.0,12.0,0.0,47.0,11.0,20.0,186.0,98.0,24.0,12.0,21.0,25.0,11.0,5.0,22.033333333333335,0.0,0.0453857791225416,28.456883509833585,0.5446293494704992,2.1331316187594553,0.9077155824508321,0.4992435703479576,-0.3076061864111258,0.5132322422961458,-1.0131922328877239,-0.5993521267742561,0.19349669317473106,1,1,0.09758254744905616
18883,D. Solanke,28,Attacker,Bournemouth,3332.0,38.0,19.0,3.0,533.0,39.0,0.0,23.0,5.0,7.0,537.0,204.0,99.0,39.0,45.0,42.0,78.0,38.0,37.022222222222226,0.5132052821128451,0.08103241296518607,14.39675870348139,1.053421368547419,0.6212484993997598,0.18907563025210083,2.106842737094838,-0.3076061864111258,-1.1814211367337841,1.6141429301299417,0.12278385655958089,-1.2031575816280458,0,0,-0.5509708015507488
18869,A. Smith,34,Defender,Bournemouth,2158.0,28.0,0.0,2.0,768.0,17.0,0.0,37.0,11.0,21.0,166.0,81.0,12.0,4.0,22.0,30.0,1.0,0.0,23.977777777777778,0.0,0.08341056533827618,32.02965708989805,0.7089898053753475,1.5430954587581094,0.8758109360518999,0.04170528266913809,-0.3076061864111258,0.008459394991466461,-0.89874089941023,-0.3660729183830144,-0.1827910441153868,1,1,-0.22311140391501366
18866,C. Mepham,28,Defender,Bournemouth,614.0,10.0,0.0,1.0,354.0,3.0,0.0,12.0,6.0,7.0,85.0,43.0,0.0,0.0,2.0,15.0,1.0,1.0,6.822222222222222,0.0,0.1465798045602606,51.88925081433225,0.4397394136807818,1.7589576547231272,1.0260586319218241,0.1465798045602606,-0.3076061864111258,0.2750929504693326,-0.7450207045007188,-0.7482239527528776,-0.038480529609127394,1,1,-0.04407511574714647
6610,M. Senesi,28,Defender,Bournemouth,2268.0,32.0,4.0,5.0,1259.0,22.0,0.0,55.0,23.0,35.0,245.0,114.0,19.0,11.0,11.0,41.0,13.0,4.0,25.2,0.15873015873015872,0.19841269841269843,49.96031746031746,0.873015873015873,2.182539682539683,1.3888888888888888,0.5158730158730159,-0.3076061864111258,0.7995040744852151,-0.16618956606868468,-0.13326831216519147,-0.391161347987839,3,1,-0.3382699477176455
304853,A. Scott,22,Midfielder,Bournemouth,1017.0,25.0,1.0,1.0,432.0,22.0,0.0,24.0,4.0,12.0,165.0,76.0,33.0,13.0,25.0,20.0,10.0,4.0,11.3,0.08849557522123894,0.08849557522123894,38.23008849557522,1.9469026548672566,2.1238938053097343,1.0619469026548671,0.8849557522123893,-0.3076061864111258,0.5577745885270783,-0.014778469876254835,1.3909149653327575,-0.4449841234833859,3,4,-0.3983364063909865
2734,P. Billing,29,Midfielder,Bournemouth,1392.0,29.0,2.0,2.0,501.0,23.0,0.0,33.0,5.0,20.0,189.0,93.0,30.0,12.0,12.0,19.0,22.0,8.0,15.466666666666667,0.12931034482758622,0.12931034482758622,32.39224137931034,1.4870689655172413,2.1336206896551726,1.293103448275862,1.4224137931034482,-0.3076061864111258,0.7200781283668982,0.5639851467063488,0.7382662582417019,-0.139953607177739,3,4,-0.28785520252944014
1125,R. Christie,30,Midfielder,Bournemouth,2918.0,37.0,0.0,5.0,1220.0,55.0,0.0,86.0,11.0,52.0,421.0,196.0,92.0,51.0,38.0,48.0,29.0,13.0,32.422222222222224,0.0,0.15421521590130224,37.62851267991775,1.6963673749143249,2.652501713502399,1.6038382453735434,0.8944482522275531,-0.3076061864111258,1.295420398322884,-1.0131922328877239,1.0353265638541629,-0.3811325095505297,3,1,-0.18301372454432144
